AGEP,WKHP,COW,MAR,POBP,RELP,RAC1P,SEX,PINCP
19.0,30.0,1.0,5.0,6.0,2.0,1.0,0,0
41.0,40.0,1.0,1.0,242.0,1.0,6.0,1,0
49.0,40.0,6.0,1.0,315.0,0.0,8.0,0,0
52.0,40.0,1.0,1.0,247.0,0.0,6.0,0,1
19.0,25.0,1.0,5.0,303.0,4.0,1.0,1,0
60.0,50.0,2.0,1.0,207.0,1.0,6.0,1,1
45.0,40.0,1.0,1.0,27.0,0.0,1.0,1,0
33.0,30.0,1.0,5.0,212.0,0.0,1.0,1,0
52.0,40.0,4.0,1.0,6.0,1.0,1.0,1,0
19.0,40.0,3.0,5.0,6.0,0.0,2.0,1,0
56.0,48.0,1.0,3.0,233.0,0.0,6.0,0,0
24.0,32.0,1.0,5.0,6.0,2.0,1.0,0,0
34.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
76.0,16.0,3.0,3.0,6.0,0.0,1.0,0,1
24.0,45.0,1.0,5.0,6.0,13.0,1.0,1,1
36.0,40.0,1.0,1.0,313.0,0.0,1.0,0,0
31.0,40.0,1.0,5.0,6.0,2.0,8.0,0,0
28.0,55.0,1.0,1.0,6.0,1.0,1.0,0,1
29.0,50.0,6.0,1.0,303.0,9.0,8.0,0,0
42.0,23.0,1.0,1.0,163.0,0.0,1.0,1,0
60.0,40.0,1.0,5.0,224.0,10.0,1.0,0,1
25.0,30.0,1.0,5.0,6.0,0.0,1.0,1,0
19.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
53.0,20.0,6.0,3.0,19.0,0.0,1.0,1,0
43.0,40.0,4.0,5.0,303.0,0.0,1.0,0,1
52.0,40.0,1.0,1.0,303.0,1.0,8.0,0,0
62.0,12.0,1.0,1.0,8.0,0.0,1.0,1,1
60.0,46.0,3.0,1.0,247.0,1.0,6.0,1,0
51.0,20.0,1.0,1.0,44.0,1.0,1.0,1,0
31.0,40.0,1.0,3.0,39.0,11.0,1.0,0,0
48.0,40.0,3.0,1.0,6.0,1.0,1.0,1,0
36.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
61.0,20.0,1.0,1.0,56.0,1.0,1.0,1,1
56.0,48.0,1.0,1.0,303.0,0.0,1.0,0,0
39.0,40.0,1.0,4.0,303.0,0.0,1.0,1,0
24.0,80.0,1.0,1.0,6.0,0.0,9.0,1,0
50.0,40.0,1.0,5.0,6.0,0.0,1.0,1,1
32.0,40.0,4.0,1.0,6.0,0.0,6.0,1,0
37.0,18.0,1.0,1.0,6.0,1.0,8.0,1,0
30.0,40.0,1.0,5.0,6.0,12.0,1.0,0,0
28.0,50.0,1.0,5.0,6.0,2.0,1.0,0,1
40.0,30.0,1.0,5.0,6.0,0.0,2.0,1,0
46.0,8.0,1.0,1.0,8.0,0.0,1.0,1,0
38.0,50.0,1.0,1.0,303.0,11.0,1.0,1,0
22.0,40.0,1.0,5.0,6.0,2.0,9.0,1,0
62.0,40.0,1.0,1.0,303.0,1.0,8.0,0,0
36.0,50.0,1.0,1.0,6.0,1.0,6.0,1,1
22.0,45.0,1.0,5.0,25.0,12.0,1.0,0,0
32.0,40.0,1.0,1.0,303.0,1.0,8.0,1,0
67.0,9.0,3.0,1.0,6.0,16.0,2.0,1,0
22.0,35.0,1.0,5.0,6.0,2.0,6.0,1,0
49.0,25.0,1.0,1.0,327.0,1.0,1.0,0,0
57.0,35.0,6.0,3.0,6.0,0.0,1.0,0,0
20.0,10.0,1.0,5.0,6.0,2.0,1.0,1,0
30.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
68.0,40.0,1.0,1.0,315.0,6.0,1.0,0,0
21.0,24.0,1.0,5.0,6.0,7.0,6.0,1,0
29.0,35.0,7.0,5.0,36.0,12.0,1.0,0,1
35.0,40.0,1.0,1.0,303.0,0.0,1.0,0,0
59.0,50.0,1.0,1.0,39.0,1.0,1.0,0,0
60.0,40.0,5.0,3.0,6.0,0.0,1.0,1,1
19.0,8.0,1.0,5.0,6.0,2.0,1.0,0,0
47.0,40.0,1.0,1.0,303.0,0.0,1.0,0,0
50.0,40.0,1.0,1.0,25.0,1.0,1.0,0,0
27.0,35.0,1.0,5.0,360.0,0.0,8.0,0,0
52.0,32.0,1.0,1.0,212.0,1.0,1.0,1,1
47.0,40.0,1.0,1.0,303.0,0.0,1.0,1,0
51.0,40.0,4.0,1.0,36.0,0.0,1.0,1,1
34.0,20.0,1.0,5.0,6.0,0.0,1.0,0,0
58.0,60.0,1.0,1.0,303.0,0.0,8.0,0,0
37.0,40.0,1.0,1.0,303.0,0.0,1.0,0,1
36.0,50.0,1.0,1.0,24.0,1.0,1.0,1,1
54.0,80.0,1.0,3.0,6.0,0.0,1.0,0,1
75.0,4.0,2.0,3.0,25.0,0.0,1.0,1,0
23.0,20.0,1.0,5.0,6.0,2.0,1.0,0,0
40.0,50.0,1.0,1.0,27.0,1.0,1.0,0,1
52.0,40.0,1.0,1.0,303.0,0.0,8.0,0,0
68.0,60.0,1.0,1.0,36.0,0.0,1.0,0,1
20.0,8.0,1.0,5.0,6.0,2.0,1.0,1,0
40.0,40.0,1.0,5.0,6.0,13.0,1.0,1,0
24.0,40.0,2.0,5.0,6.0,2.0,6.0,1,0
56.0,40.0,1.0,3.0,136.0,11.0,1.0,1,1
42.0,25.0,6.0,5.0,303.0,0.0,1.0,1,0
21.0,55.0,5.0,5.0,27.0,17.0,1.0,0,0
55.0,40.0,1.0,5.0,6.0,0.0,1.0,1,1
22.0,12.0,2.0,5.0,6.0,17.0,1.0,0,0
37.0,40.0,1.0,4.0,6.0,0.0,1.0,0,1
56.0,40.0,1.0,1.0,303.0,1.0,1.0,0,0
21.0,20.0,5.0,5.0,41.0,17.0,9.0,1,0
50.0,46.0,6.0,5.0,247.0,0.0,6.0,0,0
21.0,20.0,1.0,5.0,6.0,2.0,1.0,0,0
45.0,40.0,1.0,5.0,303.0,0.0,1.0,0,0
51.0,40.0,6.0,1.0,303.0,0.0,1.0,0,0
27.0,40.0,1.0,5.0,6.0,10.0,1.0,0,0
63.0,70.0,7.0,1.0,6.0,1.0,1.0,1,1
54.0,40.0,1.0,3.0,39.0,0.0,1.0,0,0
25.0,40.0,3.0,5.0,6.0,0.0,2.0,1,0
30.0,40.0,1.0,5.0,6.0,12.0,1.0,1,1
38.0,30.0,3.0,5.0,19.0,0.0,1.0,1,1
53.0,35.0,1.0,1.0,313.0,12.0,1.0,0,0
21.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
53.0,40.0,3.0,1.0,303.0,0.0,1.0,0,1
32.0,40.0,1.0,1.0,55.0,0.0,1.0,1,1
50.0,45.0,1.0,1.0,231.0,0.0,6.0,0,0
30.0,10.0,1.0,5.0,6.0,2.0,8.0,1,0
54.0,40.0,1.0,1.0,6.0,0.0,1.0,1,0
66.0,16.0,1.0,1.0,6.0,0.0,1.0,1,0
37.0,40.0,1.0,1.0,6.0,0.0,1.0,1,1
44.0,60.0,1.0,3.0,36.0,0.0,1.0,1,1
23.0,40.0,1.0,5.0,158.0,5.0,1.0,1,0
36.0,40.0,3.0,5.0,6.0,2.0,1.0,0,1
71.0,20.0,2.0,1.0,6.0,0.0,1.0,0,1
28.0,29.0,1.0,5.0,6.0,0.0,2.0,1,0
62.0,50.0,1.0,3.0,48.0,0.0,1.0,1,1
39.0,48.0,1.0,1.0,303.0,9.0,1.0,0,0
27.0,15.0,6.0,5.0,6.0,4.0,1.0,0,0
59.0,34.0,1.0,1.0,6.0,0.0,1.0,1,0
32.0,48.0,1.0,1.0,303.0,0.0,1.0,0,0
32.0,40.0,1.0,5.0,51.0,0.0,6.0,1,1
27.0,24.0,1.0,5.0,6.0,13.0,1.0,1,0
42.0,40.0,3.0,1.0,6.0,0.0,9.0,0,1
33.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
36.0,75.0,1.0,1.0,6.0,1.0,1.0,0,1
43.0,40.0,1.0,1.0,6.0,1.0,1.0,0,1
61.0,40.0,1.0,1.0,312.0,0.0,1.0,0,0
28.0,55.0,1.0,1.0,6.0,1.0,8.0,0,1
50.0,40.0,1.0,1.0,233.0,0.0,6.0,0,1
40.0,50.0,6.0,1.0,29.0,0.0,8.0,0,1
55.0,20.0,2.0,1.0,36.0,0.0,1.0,0,0
55.0,40.0,3.0,1.0,303.0,0.0,1.0,0,1
21.0,4.0,2.0,5.0,6.0,2.0,1.0,0,0
37.0,65.0,1.0,3.0,6.0,13.0,1.0,0,0
64.0,55.0,1.0,3.0,313.0,15.0,8.0,1,0
22.0,20.0,4.0,5.0,6.0,2.0,6.0,0,0
43.0,40.0,6.0,4.0,120.0,0.0,1.0,0,0
56.0,55.0,1.0,1.0,6.0,1.0,1.0,0,1
57.0,40.0,1.0,3.0,39.0,0.0,1.0,0,0
25.0,24.0,6.0,1.0,47.0,0.0,1.0,0,0
27.0,40.0,1.0,5.0,212.0,2.0,1.0,1,0
56.0,40.0,7.0,1.0,6.0,1.0,1.0,1,1
40.0,20.0,1.0,5.0,53.0,0.0,1.0,0,0
31.0,40.0,2.0,1.0,6.0,1.0,1.0,1,0
47.0,40.0,7.0,1.0,6.0,1.0,1.0,0,0
59.0,40.0,1.0,1.0,303.0,1.0,8.0,0,0
65.0,40.0,1.0,1.0,303.0,1.0,8.0,0,0
38.0,5.0,6.0,1.0,6.0,1.0,1.0,1,0
65.0,40.0,1.0,1.0,247.0,0.0,6.0,1,0
52.0,60.0,6.0,4.0,303.0,6.0,8.0,0,0
52.0,50.0,5.0,1.0,42.0,0.0,1.0,1,1
55.0,35.0,3.0,1.0,6.0,1.0,1.0,1,0
34.0,60.0,1.0,1.0,210.0,1.0,6.0,1,1
38.0,60.0,1.0,1.0,27.0,1.0,1.0,0,1
36.0,45.0,1.0,1.0,6.0,0.0,1.0,0,1
58.0,40.0,6.0,1.0,6.0,0.0,1.0,0,1
46.0,20.0,1.0,3.0,39.0,0.0,1.0,0,0
61.0,40.0,7.0,1.0,6.0,0.0,1.0,1,0
22.0,30.0,2.0,5.0,6.0,2.0,1.0,0,0
42.0,40.0,1.0,5.0,6.0,0.0,1.0,0,1
29.0,8.0,1.0,1.0,303.0,0.0,8.0,1,0
44.0,40.0,2.0,1.0,6.0,1.0,1.0,1,1
32.0,50.0,1.0,5.0,6.0,5.0,6.0,1,1
58.0,30.0,7.0,1.0,6.0,0.0,1.0,1,1
45.0,35.0,5.0,1.0,6.0,0.0,1.0,0,0
23.0,20.0,1.0,5.0,303.0,2.0,1.0,1,0
45.0,35.0,1.0,1.0,6.0,1.0,1.0,1,0
51.0,2.0,2.0,1.0,6.0,17.0,1.0,0,0
19.0,30.0,1.0,5.0,21.0,17.0,9.0,1,0
44.0,20.0,7.0,1.0,217.0,1.0,6.0,1,0
34.0,30.0,3.0,1.0,313.0,0.0,1.0,1,0
31.0,50.0,1.0,1.0,26.0,0.0,1.0,0,1
37.0,40.0,1.0,1.0,51.0,1.0,1.0,1,1
46.0,40.0,1.0,3.0,303.0,13.0,1.0,0,0
52.0,20.0,6.0,1.0,327.0,1.0,8.0,0,0
43.0,40.0,1.0,5.0,6.0,5.0,1.0,0,0
25.0,40.0,1.0,5.0,207.0,12.0,6.0,1,1
46.0,40.0,1.0,3.0,17.0,0.0,2.0,1,0
50.0,40.0,3.0,1.0,6.0,0.0,1.0,1,1
57.0,34.0,1.0,1.0,207.0,0.0,6.0,0,0
32.0,28.0,2.0,1.0,360.0,1.0,8.0,1,0
49.0,50.0,1.0,3.0,217.0,15.0,9.0,0,0
27.0,40.0,1.0,5.0,6.0,0.0,6.0,0,1
51.0,40.0,1.0,1.0,303.0,6.0,8.0,0,0
27.0,30.0,1.0,5.0,6.0,5.0,9.0,1,0
61.0,40.0,6.0,1.0,207.0,0.0,6.0,0,0
25.0,42.0,1.0,1.0,6.0,1.0,1.0,1,0
62.0,20.0,1.0,1.0,6.0,1.0,1.0,1,0
67.0,60.0,2.0,3.0,6.0,0.0,1.0,1,1
31.0,40.0,1.0,5.0,6.0,16.0,1.0,0,0
18.0,7.0,1.0,5.0,17.0,12.0,1.0,1,0
25.0,40.0,1.0,5.0,6.0,2.0,6.0,0,0
61.0,20.0,1.0,1.0,6.0,1.0,2.0,1,1
44.0,12.0,3.0,5.0,303.0,2.0,1.0,0,0
19.0,15.0,1.0,5.0,6.0,2.0,9.0,1,0
54.0,40.0,1.0,1.0,36.0,0.0,1.0,0,1
42.0,50.0,7.0,1.0,217.0,0.0,6.0,0,1
33.0,2.0,6.0,5.0,233.0,0.0,6.0,1,0
30.0,40.0,1.0,5.0,11.0,0.0,2.0,0,0
26.0,44.0,1.0,5.0,6.0,15.0,1.0,0,0
55.0,50.0,6.0,1.0,106.0,1.0,1.0,0,0
22.0,36.0,1.0,5.0,6.0,2.0,1.0,1,0
56.0,50.0,6.0,3.0,212.0,0.0,9.0,1,0
56.0,35.0,2.0,1.0,303.0,1.0,1.0,0,0
56.0,40.0,2.0,1.0,48.0,1.0,1.0,1,0
50.0,40.0,1.0,3.0,6.0,0.0,3.0,1,1
46.0,40.0,6.0,1.0,36.0,0.0,1.0,0,0
33.0,45.0,1.0,1.0,217.0,1.0,6.0,0,1
44.0,40.0,2.0,5.0,303.0,0.0,1.0,1,1
38.0,65.0,1.0,1.0,6.0,1.0,1.0,0,1
34.0,62.0,3.0,5.0,6.0,0.0,2.0,1,0
19.0,16.0,1.0,5.0,6.0,2.0,9.0,0,0
25.0,30.0,1.0,5.0,6.0,2.0,6.0,0,0
48.0,50.0,6.0,1.0,231.0,1.0,6.0,0,0
28.0,40.0,1.0,5.0,6.0,2.0,6.0,1,0
45.0,40.0,7.0,1.0,231.0,1.0,6.0,1,0
31.0,28.0,1.0,5.0,25.0,12.0,1.0,1,0
30.0,30.0,1.0,5.0,6.0,2.0,1.0,0,0
34.0,40.0,1.0,5.0,6.0,0.0,1.0,1,0
63.0,40.0,1.0,1.0,36.0,0.0,1.0,1,1
42.0,42.0,3.0,1.0,6.0,0.0,1.0,1,0
18.0,12.0,1.0,5.0,207.0,2.0,6.0,1,0
68.0,36.0,1.0,3.0,212.0,0.0,1.0,1,0
50.0,40.0,1.0,1.0,303.0,12.0,8.0,0,1
28.0,45.0,1.0,5.0,109.0,0.0,1.0,0,1
34.0,40.0,2.0,1.0,233.0,1.0,6.0,1,1
47.0,40.0,1.0,1.0,6.0,1.0,9.0,0,1
51.0,43.0,1.0,3.0,6.0,0.0,1.0,0,1
35.0,40.0,1.0,1.0,36.0,0.0,6.0,0,1
22.0,15.0,1.0,5.0,6.0,15.0,1.0,1,0
30.0,30.0,1.0,1.0,6.0,0.0,1.0,1,1
25.0,42.0,1.0,5.0,6.0,2.0,8.0,0,0
18.0,1.0,1.0,5.0,6.0,2.0,1.0,0,0
67.0,8.0,7.0,1.0,6.0,0.0,1.0,0,0
62.0,50.0,4.0,4.0,25.0,0.0,1.0,0,1
52.0,55.0,1.0,3.0,6.0,13.0,1.0,0,1
63.0,40.0,3.0,1.0,42.0,0.0,2.0,0,0
60.0,40.0,1.0,1.0,207.0,6.0,6.0,1,0
34.0,40.0,1.0,5.0,6.0,13.0,1.0,1,1
49.0,11.0,1.0,1.0,215.0,0.0,6.0,0,1
40.0,40.0,1.0,1.0,303.0,0.0,8.0,0,1
62.0,45.0,1.0,1.0,6.0,0.0,1.0,1,1
64.0,39.0,3.0,3.0,6.0,0.0,1.0,0,0
20.0,28.0,1.0,5.0,6.0,7.0,2.0,0,0
58.0,41.0,1.0,1.0,207.0,0.0,6.0,1,1
26.0,40.0,1.0,5.0,233.0,15.0,6.0,0,0
33.0,40.0,1.0,1.0,303.0,1.0,8.0,1,1
18.0,45.0,1.0,5.0,6.0,0.0,1.0,0,0
43.0,40.0,1.0,1.0,303.0,1.0,8.0,1,0
54.0,40.0,1.0,1.0,303.0,0.0,8.0,0,1
64.0,60.0,6.0,1.0,6.0,0.0,1.0,0,1
31.0,25.0,1.0,5.0,6.0,0.0,1.0,0,0
58.0,40.0,1.0,1.0,6.0,1.0,8.0,1,0
65.0,40.0,3.0,3.0,6.0,0.0,1.0,1,0
64.0,40.0,1.0,1.0,42.0,0.0,1.0,0,1
56.0,60.0,7.0,1.0,139.0,0.0,1.0,0,1
60.0,40.0,1.0,5.0,6.0,11.0,2.0,0,0
50.0,30.0,3.0,1.0,210.0,0.0,6.0,1,0
71.0,55.0,4.0,3.0,6.0,11.0,1.0,1,1
32.0,40.0,1.0,5.0,303.0,0.0,1.0,0,0
50.0,40.0,1.0,1.0,303.0,15.0,8.0,0,0
62.0,20.0,6.0,1.0,6.0,0.0,1.0,0,1
45.0,40.0,1.0,1.0,6.0,1.0,1.0,1,1
41.0,44.0,1.0,1.0,6.0,0.0,9.0,0,1
48.0,50.0,1.0,3.0,55.0,0.0,1.0,0,1
45.0,40.0,1.0,5.0,34.0,0.0,1.0,0,1
53.0,40.0,1.0,5.0,6.0,0.0,1.0,0,0
49.0,40.0,1.0,1.0,6.0,1.0,1.0,1,1
49.0,45.0,2.0,1.0,6.0,0.0,1.0,0,0
62.0,38.0,1.0,3.0,370.0,0.0,8.0,1,0
43.0,50.0,6.0,1.0,301.0,0.0,1.0,0,1
29.0,24.0,3.0,5.0,6.0,2.0,2.0,1,0
36.0,35.0,7.0,1.0,240.0,0.0,6.0,0,0
26.0,40.0,7.0,5.0,449.0,0.0,1.0,1,1
33.0,60.0,1.0,4.0,6.0,16.0,1.0,0,0
65.0,40.0,1.0,1.0,6.0,0.0,1.0,0,0
51.0,40.0,5.0,1.0,6.0,0.0,2.0,0,1
53.0,40.0,1.0,3.0,6.0,0.0,2.0,0,1
25.0,40.0,1.0,5.0,303.0,0.0,1.0,0,0
62.0,33.0,3.0,1.0,25.0,1.0,1.0,1,0
28.0,30.0,1.0,5.0,6.0,0.0,1.0,1,0
57.0,55.0,2.0,1.0,46.0,0.0,1.0,0,1
28.0,40.0,1.0,3.0,206.0,0.0,6.0,0,0
17.0,12.0,1.0,5.0,6.0,2.0,1.0,1,0
25.0,48.0,4.0,5.0,6.0,0.0,6.0,0,0
31.0,40.0,1.0,5.0,6.0,2.0,6.0,0,0
22.0,40.0,1.0,5.0,6.0,0.0,6.0,1,0
34.0,40.0,1.0,3.0,6.0,0.0,1.0,1,1
64.0,30.0,7.0,1.0,6.0,0.0,1.0,0,1
36.0,45.0,1.0,3.0,6.0,0.0,1.0,1,1
63.0,40.0,2.0,3.0,6.0,8.0,1.0,1,1
81.0,40.0,2.0,5.0,120.0,17.0,1.0,1,1
34.0,40.0,2.0,5.0,6.0,2.0,8.0,1,0
63.0,5.0,6.0,3.0,26.0,0.0,1.0,1,1
52.0,40.0,1.0,5.0,247.0,10.0,6.0,0,0
61.0,20.0,1.0,4.0,213.0,0.0,1.0,0,0
33.0,35.0,6.0,5.0,6.0,13.0,9.0,1,0
55.0,40.0,1.0,1.0,303.0,0.0,8.0,0,0
84.0,7.0,3.0,3.0,233.0,8.0,6.0,1,0
53.0,40.0,1.0,1.0,36.0,1.0,2.0,0,0
26.0,40.0,1.0,1.0,6.0,1.0,1.0,1,0
54.0,40.0,3.0,1.0,6.0,1.0,1.0,1,1
26.0,35.0,1.0,5.0,303.0,5.0,1.0,0,0
30.0,40.0,1.0,5.0,6.0,0.0,1.0,0,0
23.0,24.0,1.0,5.0,6.0,2.0,1.0,0,0
30.0,37.0,1.0,1.0,6.0,1.0,2.0,0,0
62.0,2.0,6.0,5.0,6.0,0.0,1.0,1,0
41.0,45.0,1.0,1.0,247.0,1.0,6.0,1,0
51.0,20.0,1.0,1.0,6.0,1.0,1.0,1,0
33.0,20.0,1.0,1.0,212.0,1.0,1.0,1,0
36.0,40.0,1.0,1.0,303.0,1.0,8.0,1,0
37.0,40.0,1.0,1.0,6.0,1.0,1.0,0,1
64.0,40.0,1.0,1.0,6.0,6.0,1.0,0,0
38.0,50.0,1.0,5.0,429.0,10.0,2.0,0,1
41.0,36.0,1.0,1.0,523.0,9.0,7.0,1,0
40.0,20.0,6.0,1.0,42.0,0.0,2.0,1,0
27.0,60.0,1.0,1.0,6.0,0.0,1.0,0,1
33.0,40.0,1.0,1.0,6.0,1.0,1.0,0,0
36.0,12.0,2.0,1.0,42.0,1.0,1.0,0,0
52.0,50.0,7.0,3.0,6.0,0.0,1.0,0,0
42.0,24.0,2.0,1.0,303.0,1.0,8.0,1,0
56.0,50.0,1.0,1.0,6.0,0.0,1.0,0,1
60.0,32.0,1.0,1.0,247.0,1.0,6.0,1,0
30.0,60.0,1.0,1.0,303.0,0.0,1.0,0,1
71.0,40.0,1.0,3.0,51.0,0.0,1.0,0,1
70.0,45.0,1.0,1.0,39.0,1.0,1.0,0,1
25.0,40.0,1.0,5.0,22.0,0.0,1.0,1,1
42.0,45.0,1.0,1.0,6.0,1.0,9.0,0,0
27.0,20.0,2.0,5.0,6.0,17.0,1.0,0,0
29.0,70.0,1.0,1.0,6.0,1.0,1.0,0,1
32.0,40.0,1.0,5.0,6.0,2.0,1.0,1,0
45.0,60.0,1.0,3.0,6.0,0.0,1.0,0,1
52.0,50.0,1.0,1.0,32.0,5.0,1.0,1,1
44.0,40.0,3.0,1.0,6.0,0.0,9.0,1,1
51.0,40.0,1.0,3.0,233.0,5.0,6.0,0,0
43.0,40.0,2.0,5.0,6.0,13.0,8.0,1,0
31.0,40.0,1.0,1.0,6.0,0.0,1.0,0,1
39.0,40.0,1.0,1.0,6.0,0.0,1.0,1,1
31.0,40.0,3.0,5.0,6.0,2.0,1.0,0,1
28.0,40.0,1.0,3.0,106.0,12.0,1.0,1,0
41.0,40.0,1.0,1.0,6.0,0.0,8.0,1,1
43.0,40.0,1.0,1.0,6.0,0.0,1.0,1,1
30.0,40.0,1.0,2.0,28.0,0.0,7.0,0,0
44.0,50.0,1.0,1.0,210.0,0.0,6.0,0,1
31.0,30.0,2.0,5.0,303.0,0.0,1.0,1,0
50.0,40.0,3.0,3.0,6.0,0.0,2.0,1,1
50.0,42.0,1.0,1.0,6.0,0.0,1.0,1,1
37.0,50.0,1.0,5.0,6.0,0.0,1.0,0,1
44.0,30.0,6.0,1.0,315.0,0.0,8.0,0,0
38.0,50.0,1.0,1.0,6.0,1.0,1.0,0,0
52.0,35.0,1.0,1.0,303.0,0.0,1.0,0,1
28.0,30.0,1.0,5.0,6.0,0.0,1.0,0,0
27.0,40.0,1.0,5.0,6.0,0.0,1.0,0,0
18.0,32.0,1.0,5.0,6.0,2.0,8.0,1,0
70.0,35.0,1.0,1.0,303.0,0.0,1.0,0,1
27.0,8.0,1.0,1.0,6.0,0.0,8.0,1,0
44.0,50.0,1.0,1.0,215.0,0.0,6.0,0,1
32.0,40.0,1.0,5.0,6.0,12.0,1.0,0,0
57.0,60.0,1.0,1.0,303.0,0.0,8.0,0,0
32.0,36.0,2.0,5.0,6.0,0.0,1.0,1,1
19.0,15.0,1.0,5.0,6.0,17.0,2.0,0,0
65.0,35.0,3.0,1.0,53.0,1.0,1.0,1,0
59.0,40.0,1.0,2.0,42.0,0.0,1.0,1,1
51.0,45.0,1.0,3.0,6.0,11.0,1.0,1,1
33.0,30.0,6.0,5.0,6.0,13.0,1.0,1,0
48.0,40.0,1.0,5.0,6.0,0.0,8.0,1,0
17.0,16.0,1.0,5.0,6.0,2.0,1.0,0,0
59.0,40.0,2.0,3.0,6.0,0.0,1.0,1,1
33.0,18.0,1.0,5.0,233.0,2.0,6.0,1,0
45.0,28.0,5.0,2.0,303.0,0.0,8.0,1,0
53.0,40.0,1.0,1.0,6.0,0.0,6.0,1,0
36.0,40.0,1.0,5.0,313.0,0.0,8.0,1,0
20.0,36.0,2.0,5.0,127.0,17.0,1.0,0,0
31.0,40.0,1.0,5.0,210.0,0.0,6.0,0,1
39.0,40.0,1.0,1.0,217.0,0.0,6.0,0,1
63.0,40.0,1.0,1.0,6.0,1.0,1.0,1,0
50.0,40.0,1.0,1.0,119.0,0.0,1.0,1,1
45.0,40.0,3.0,5.0,6.0,0.0,2.0,0,1
60.0,30.0,6.0,3.0,6.0,0.0,1.0,1,1
69.0,40.0,7.0,3.0,6.0,15.0,1.0,0,1
27.0,60.0,1.0,1.0,6.0,0.0,1.0,0,1
59.0,39.0,1.0,1.0,138.0,1.0,1.0,1,1
30.0,40.0,5.0,5.0,6.0,0.0,1.0,1,1
37.0,40.0,1.0,3.0,303.0,0.0,1.0,0,0
59.0,40.0,1.0,1.0,303.0,0.0,1.0,1,0
41.0,40.0,4.0,1.0,6.0,0.0,8.0,0,0
28.0,40.0,1.0,1.0,6.0,2.0,8.0,1,0
18.0,16.0,1.0,5.0,6.0,2.0,1.0,0,0
61.0,2.0,6.0,3.0,29.0,0.0,1.0,0,0
22.0,42.0,5.0,5.0,36.0,17.0,2.0,0,0
54.0,50.0,6.0,1.0,110.0,0.0,1.0,0,1
23.0,86.0,1.0,5.0,8.0,10.0,1.0,1,0
46.0,50.0,1.0,1.0,26.0,1.0,1.0,0,1
54.0,44.0,1.0,1.0,303.0,0.0,1.0,0,0
40.0,40.0,1.0,1.0,6.0,1.0,6.0,0,0
61.0,35.0,1.0,1.0,6.0,1.0,1.0,0,0
36.0,40.0,1.0,1.0,6.0,0.0,6.0,0,1
59.0,40.0,2.0,3.0,6.0,0.0,1.0,1,0
48.0,40.0,1.0,1.0,210.0,1.0,6.0,1,1
59.0,40.0,1.0,5.0,15.0,0.0,6.0,0,1
21.0,39.0,1.0,5.0,6.0,2.0,1.0,0,0
37.0,25.0,2.0,5.0,6.0,0.0,1.0,1,1
65.0,40.0,7.0,5.0,303.0,0.0,1.0,0,1
54.0,55.0,7.0,1.0,32.0,0.0,1.0,0,0
28.0,50.0,1.0,5.0,207.0,11.0,6.0,1,0
63.0,34.0,1.0,1.0,233.0,0.0,6.0,0,0
57.0,40.0,3.0,5.0,224.0,0.0,1.0,0,1
44.0,40.0,5.0,1.0,233.0,1.0,6.0,1,1
32.0,80.0,2.0,1.0,6.0,0.0,1.0,0,1
31.0,50.0,6.0,1.0,6.0,0.0,1.0,1,0
45.0,40.0,6.0,1.0,209.0,1.0,6.0,1,0
26.0,40.0,1.0,5.0,6.0,2.0,1.0,0,0
41.0,40.0,1.0,1.0,110.0,1.0,1.0,0,1
27.0,20.0,1.0,5.0,6.0,10.0,6.0,1,0
20.0,30.0,1.0,5.0,6.0,0.0,1.0,1,0
59.0,32.0,2.0,1.0,303.0,1.0,1.0,1,0
47.0,40.0,2.0,1.0,303.0,6.0,1.0,0,0
69.0,12.0,6.0,1.0,508.0,1.0,7.0,1,0
52.0,28.0,1.0,1.0,6.0,1.0,1.0,1,0
62.0,40.0,1.0,1.0,362.0,0.0,1.0,0,1
61.0,40.0,1.0,3.0,233.0,13.0,6.0,0,1
29.0,40.0,6.0,1.0,45.0,0.0,1.0,1,1
30.0,40.0,5.0,5.0,6.0,0.0,2.0,1,1
23.0,24.0,1.0,5.0,235.0,10.0,1.0,0,0
36.0,45.0,1.0,1.0,137.0,1.0,1.0,0,1
36.0,50.0,1.0,5.0,45.0,0.0,1.0,0,1
48.0,40.0,1.0,1.0,6.0,0.0,1.0,1,0
51.0,30.0,1.0,3.0,247.0,5.0,6.0,0,0
24.0,45.0,1.0,5.0,6.0,2.0,1.0,0,0
72.0,12.0,1.0,3.0,8.0,0.0,1.0,1,0
54.0,40.0,1.0,5.0,15.0,0.0,1.0,0,0
42.0,28.0,6.0,1.0,414.0,0.0,1.0,1,0
54.0,40.0,6.0,3.0,207.0,0.0,6.0,1,1
32.0,40.0,1.0,5.0,31.0,12.0,1.0,0,1
59.0,25.0,7.0,1.0,217.0,0.0,6.0,0,0
60.0,40.0,1.0,1.0,233.0,0.0,6.0,0,1
44.0,40.0,1.0,1.0,303.0,0.0,1.0,0,0
44.0,45.0,1.0,5.0,51.0,13.0,2.0,0,1
